date,symbol,series,prev close,open,high,low,last,close,vwap,volume,text_doc_index,text_sent_index,text_neg,text_neu,text_pos,text_compound,twitter_text_doc_index,twitter_text_sent_index,twitter_text_neg,twitter_text_neu,twitter_text_pos,twitter_text_compound,close_14_ema_x,close_14_ema_y,Text_Dominant_Topic,Text_Perc_Contribution,TWT_Dominant_Topic,TWT_Perc_Contribution
02/05/18,SBIN,EQ,246.4,245.9,246.3,239.75,241.2,241,242.08,12887066,0,0,0,0,0,0,0,0,0,0,0,0,244.1513916,244.1513916,0,0,0,0
03/05/18,SBIN,EQ,241,240.95,243.4,238.75,241.6,241.9,241.21,12939642,125,0,0,1,0,0,290,0,0.152,0.732,0.117,-0.0772,243.851206,243.851206,4,0.7131,4,0.8747
04/05/18,SBIN,EQ,241.9,243.5,243.9,240.35,241.75,241.95,242.15,12777310,0,0,0,0,0,0,0,0,0,0,0,0,243.5977119,243.5977119,0,0,0,0
07/05/18,SBIN,EQ,241.95,242.45,248.2,242.05,247.2,246.5,245.59,15122614,0,0,0,0,0,0,291,0,0,0.631,0.369,0.9062,243.9846836,243.9846836,0,0,4,0.8681
08/05/18,SBIN,EQ,246.5,248,252.6,244.6,250.3,250.05,249.25,23293920,0,0,0,0,0,0,292,0,0.086,0.782,0.132,0.5267,244.7933925,244.7933925,0,0,4,0.8663
09/05/18,SBIN,EQ,250.05,249.8,249.8,246.3,248.1,248,247.83,11429823,0,0,0,0,0,0,293,0,0,1,0,0,245.2209402,245.2209402,0,0,4,0.8823
10/05/18,SBIN,EQ,248,248.25,250.2,246.3,247.1,247.95,247.98,13160967,0,0,0,0,0,0,294,0,0,1,0,0,245.5848148,245.5848148,0,0,4,0.7121
11/05/18,SBIN,EQ,247.95,247.6,251.6,246.05,250.8,250.35,248.66,11958589,0,0,0,0,0,0,295,1,0.02,1.912,0.068,0.6808,246.2201728,246.2201728,0,0,0,0.4139
14/05/18,SBIN,EQ,250.35,249.95,255.8,248.15,252.4,253.6,253.57,18673849,0,0,0,0,0,0,296,28,0.238,6.449,1.312,3.1298,247.2041498,247.2041498,0,0,0,0.759
15/05/18,SBIN,EQ,253.6,253,257.45,245.9,246.55,248,252.61,18026861,0,0,0,0,0,0,297,0,0.027,0.872,0.101,0.8176,247.3102631,247.3102631,0,0,0,0.4146
16/05/18,SBIN,EQ,248,245.5,248.7,240.6,242.9,243.1,244.2,17222004,0,0,0,0,0,0,298,3,0.268,2.452,0.28,0.6594,246.7488947,246.7488947,0,0,4,0.5804
17/05/18,SBIN,EQ,243.1,244.2,246,241.15,242.55,242.7,244.1,11721064,0,0,0,0,0,0,299,3,0.119,2.186,0.695,1.0209,246.2090421,246.2090421,0,0,4,0.6936
18/05/18,SBIN,EQ,242.7,243,244,237.85,239.6,238.85,240.29,11873041,0,0,0,0,0,0,0,0,0,0,0,0,245.2278365,245.2278365,0,0,0,0
21/05/18,SBIN,EQ,238.85,243.55,245.75,240.3,244.5,244.45,243.18,18780730,0,0,0,0,0,0,300,0,0,0.928,0.072,0.4019,245.124125,245.124125,0,0,4,0.7159
22/05/18,SBIN,EQ,244.45,243.65,259.7,241,255.7,253.9,250.57,68713602,126,3,0.509,2.331,0.159,-0.3236,301,136,0.811,15.16,1.029,0.15,246.2942416,246.2942416,13,0.8343,4,0.8951
23/05/18,SBIN,EQ,253.9,254.65,269.75,254.3,263.45,263.2,265.25,71202072,127,0,0,0.888,0.112,0.2263,302,28,0.369,6.765,0.866,2.8875,248.5483427,248.5483427,7,0.6497,4,0.5276
24/05/18,SBIN,EQ,263.2,263.85,269.7,260.65,268.8,268.5,266.17,34679642,0,0,0,0,0,0,303,0,0,0.842,0.158,0.9965,251.2085637,251.2085637,0,0,0,0.853
25/05/18,SBIN,EQ,268.5,267.8,268.4,262.55,267,266.95,265.26,22317308,0,0,0,0,0,0,304,0,0,0.847,0.153,0.9729,253.3074219,253.3074219,0,0,0,0.6009
28/05/18,SBIN,EQ,266.95,267.4,274.2,266.05,271.95,272.05,270.84,18959368,0,0,0,0,0,0,305,0,0,1,0,0,255.8064323,255.8064323,0,0,4,0.6468
29/05/18,SBIN,EQ,272.05,270.5,270.95,262.8,263.65,264.3,266.1,16107543,128,0,0,1,0,0,306,21,0.581,6.094,0.325,0.1443,256.938908,256.938908,4,0.3946,4,0.9093
30/05/18,SBIN,EQ,264.3,260.5,268,259.95,266.95,267.15,264.32,19320209,0,0,0,0,0,0,307,6,0,3.43,0.57,1.802,258.3003869,258.3003869,0,0,4,0.8281
31/05/18,SBIN,EQ,267.15,266.85,274.8,263.15,270,269.55,267.78,31935892,0,0,0,0,0,0,308,0,0.084,0.916,0,-0.5267,259.8003353,259.8003353,0,0,4,0.6142
01/06/18,SBIN,EQ,269.55,269.25,269.8,264.6,267,266.7,266.65,16574717,0,0,0,0,0,0,309,1,0,1.928,0.072,0.4019,260.7202906,260.7202906,0,0,4,0.732
04/06/18,SBIN,EQ,266.7,268,268.35,261.3,263.2,263,264.38,12933824,129,0,0,0.912,0.088,0.4215,310,0,0.104,0.817,0.079,0.0258,261.0242519,261.0242519,4,0.6437,4,0.7443
05/06/18,SBIN,EQ,263,260.9,265.25,260.9,263.25,263.55,263.48,14102731,130,1,0.658,1.342,0,-0.8378,311,0,0,0.87,0.13,0.5106,261.3610183,261.3610183,4,0.6943,0,0.7329
06/06/18,SBIN,EQ,263.55,263,271.4,262.2,270.25,270.15,267.41,18315171,0,0,0,0,0,0,312,1,0,1.865,0.135,0.9118,262.5328825,262.5328825,0,0,0,0.6942
07/06/18,SBIN,EQ,270.15,271.05,272.9,268.4,269.55,269.65,270.87,18773700,0,0,0,0,0,0,313,1,0,1.867,0.133,0.6908,263.4818315,263.4818315,0,0,0,0.4775
08/06/18,SBIN,EQ,269.65,268.95,273.9,267,273,273,270.5,14096549,0,0,0,0,0,0,314,0,0,0.912,0.088,0.4019,264.7509206,264.7509206,0,0,4,0.6846
11/06/18,SBIN,EQ,273,273.3,278.4,273.15,273.6,274,276.37,18219428,131,0,0.08,0.92,0,-0.5423,315,6,0.115,3.63,0.255,0.8482,265.9841312,265.9841312,4,0.4932,4,0.5594
12/06/18,SBIN,EQ,274,274,284.4,274,284,282.85,279.19,31358021,0,0,0,0,0,0,316,10,0,3.643,1.357,1.918,268.2329137,268.2329137,0,0,4,0.6845
13/06/18,SBIN,EQ,282.85,284,289.65,283.65,287.3,287.7,287.25,26748300,0,0,0,0,0,0,317,21,0.424,5.833,0.743,1.7513,270.8285252,270.8285252,0,0,4,0.4319
14/06/18,SBIN,EQ,287.7,286.55,286.55,281.3,282.85,282.6,282.97,18513730,132,0,0.158,0.714,0.128,-0.1531,318,21,0.901,5.726,0.373,-0.2662,272.3980552,272.3980552,4,0.7462,4,0.661
15/06/18,SBIN,EQ,282.6,282.75,283.45,276.6,277.85,277.45,279.23,16949917,133,0,0,0.917,0.083,0.4019,319,0,0,0.893,0.107,0.9109,273.0716478,273.0716478,4,0.3893,4,0.6047
18/06/18,SBIN,EQ,277.45,278,279.75,275.45,276.6,276.85,277.04,13542420,0,0,0,0,0,0,320,0,0,0.903,0.097,0.886,273.5754281,273.5754281,0,0,4,0.5353
19/06/18,SBIN,EQ,276.85,276,276.7,269.75,272.5,272.6,273.05,20726975,0,0,0,0,0,0,321,0,0,1,0,0,273.445371,273.445371,0,0,4,0.8348
20/06/18,SBIN,EQ,272.6,273.2,274.75,271.1,273.2,273.3,273,14002946,0,0,0,0,0,0,322,3,0.417,2.172,0.409,-0.2083,273.4259882,273.4259882,0,0,4,0.7946
21/06/18,SBIN,EQ,273.3,274.75,274.75,268.1,268.8,268.65,270.59,12954943,0,0,0,0,0,0,323,0,0.107,0.712,0.181,0.3182,272.7891898,272.7891898,0,0,4,0.9305
22/06/18,SBIN,EQ,268.65,269,273.7,265.75,273,273.05,270.13,20784133,0,0,0,0,0,0,324,0,0,0.795,0.205,0.8779,272.8239645,272.8239645,0,0,2,0.6763
25/06/18,SBIN,EQ,273.05,271.85,273.15,267.2,268.5,268.45,270.3,10934401,134,0,0,1,0,0,325,3,0,3,0,0,272.2407692,272.2407692,4,0.8227,4,0.8234
26/06/18,SBIN,EQ,268.45,267.25,271.2,265.4,267,267.4,268.27,16867009,0,0,0,0,0,0,326,0,0,1,0,0,271.5953333,271.5953333,0,0,4,0.9219
27/06/18,SBIN,EQ,267.4,267.35,267.35,261,261.05,261.7,263.58,16277655,0,0,0,0,0,0,327,10,0.124,4.269,0.607,1.5322,270.2759556,270.2759556,0,0,4,0.6737
28/06/18,SBIN,EQ,261.7,260.4,262,255.7,257.6,257,258.17,21349738,135,0,0,1,0,0,328,0,0,0.672,0.328,0.5267,268.5058281,268.5058281,4,0.7245,4,0.7376
29/06/18,SBIN,EQ,257,258.25,263.45,258.2,259.2,259.35,260.91,16244724,0,0,0,0,0,0,329,1,0.038,1.962,0,-0.296,267.2850511,267.2850511,0,0,4,0.6799
02/07/18,SBIN,EQ,259.35,258.95,261.75,254,260,258.85,257.62,21896701,0,0,0,0,0,0,330,1,0,1.927,0.073,0.4404,266.1603776,266.1603776,0,0,2,0.531
03/07/18,SBIN,EQ,258.85,259.6,260.9,256.4,258,257.5,258.07,16099030,0,0,0,0,0,0,331,3,0,2.799,0.201,0.8779,265.0056606,265.0056606,0,0,2,0.5153
04/07/18,SBIN,EQ,257.5,255.75,258.35,254.5,257.4,257.45,256.66,14206935,0,0,0,0,0,0,332,1,0,1.818,0.182,0.4404,263.9982392,263.9982392,0,0,4,0.7636
05/07/18,SBIN,EQ,257.45,257.9,258.7,255.15,256.6,256.45,256.98,11215032,0,0,0,0,0,0,333,0,0,0.833,0.167,0.2023,262.9918073,262.9918073,0,0,4,0.5772
06/07/18,SBIN,EQ,256.45,256.1,260.8,255.55,256.55,257.2,258.29,16174019,136,0,0.152,0.783,0.066,-0.5267,334,0,0,1,0,0,262.2195663,262.2195663,4,0.5961,4,0.7703
09/07/18,SBIN,EQ,257.2,258.2,262.4,257.95,261.35,261.55,260.67,13220744,0,0,0,0,0,0,335,1,0.039,1.669,0.292,1.3758,262.1302908,262.1302908,0,0,4,0.7248
10/07/18,SBIN,EQ,261.55,263.85,265.75,262.4,263.2,263.75,264.4,11487165,0,0,0,0,0,0,336,0,0,1,0,0,262.346252,262.346252,0,0,4,0.7397
11/07/18,SBIN,EQ,263.75,262.65,262.65,257.9,259.05,259.1,259.68,12857179,137,0,0.121,0.879,0,-0.5106,337,1,0,1.769,0.231,0.9246,261.9134184,261.9134184,4,0.4778,2,0.5346
12/07/18,SBIN,EQ,259.1,261.4,264.5,261.15,262,262.75,263.07,10642215,0,0,0,0,0,0,338,3,0,2.415,0.585,1.68,262.0249626,262.0249626,0,0,4,0.6388
13/07/18,SBIN,EQ,262.75,262.1,262.4,256.8,257.35,257.75,258.26,11976239,0,0,0,0,0,0,339,1,0,1.543,0.457,0.9673,261.4549676,261.4549676,0,0,4,0.6992
16/07/18,SBIN,EQ,257.75,257,257.5,251,251.1,251.6,253.33,8965623,0,0,0,0,0,0,340,1,0,1.912,0.088,0.6808,260.1409719,260.1409719,0,0,2,0.5492
17/07/18,SBIN,EQ,251.6,250.7,259.85,250.45,258.95,259.05,254.84,16067598,0,0,0,0,0,0,341,0,0,1,0,0,259.995509,259.995509,0,0,4,0.636
18/07/18,SBIN,EQ,259.05,260.1,262.5,256.15,260.5,259.55,259.11,17641125,0,0,0,0,0,0,342,6,0,4,0,0,259.9361078,259.9361078,0,0,4,0.8319
19/07/18,SBIN,EQ,259.55,259.4,263.5,256.2,260.3,260.2,260.67,9958284,0,0,0,0,0,0,343,0,0.047,0.896,0.058,0.128,259.9712934,259.9712934,0,0,4,0.5306
20/07/18,SBIN,EQ,260.2,259.9,263,258.55,262.7,261.5,261.28,6120163,0,0,0,0,0,0,344,0,0,0.851,0.149,0.4215,260.175121,260.175121,0,0,4,0.7862
23/07/18,SBIN,EQ,261.5,262,267.5,260.6,266.6,266.35,263.69,17013119,0,0,0,0,0,0,345,0,0,1,0,0,260.9984382,260.9984382,0,0,4,0.8566
24/07/18,SBIN,EQ,266.35,267.2,269.2,265.55,266.65,266.85,267.44,9320281,0,0,0,0,0,0,346,0,0,1,0,0,261.7786464,261.7786464,0,0,4,0.5041
25/07/18,SBIN,EQ,266.85,268,272.85,265.65,271.35,271.85,269.11,13099277,138,0,0,1,0,0,347,3,0.032,2.67,0.298,1.8807,263.1214936,263.1214936,4,0.6014,4,0.4613
26/07/18,SBIN,EQ,271.85,275.1,289.4,274.2,289.25,287.7,283.14,53496546,139,0,0,0.818,0.182,0.5994,348,36,0,7.517,1.483,4.1121,266.3986278,266.3986278,4,0.7884,4,0.7232
27/07/18,SBIN,EQ,287.7,289.5,297,285.1,286.55,286.75,290.46,32175436,0,0,0,0,0,0,349,10,0.396,4.14,0.464,-0.1276,269.1121441,269.1121441,0,0,4,0.7871
30/07/18,SBIN,EQ,286.75,289.2,299.55,289.2,296.5,297.4,296.67,40949610,0,0,0,0,0,0,350,3,0,2.287,0.713,1.566,272.8838582,272.8838582,0,0,4,0.8529
31/07/18,SBIN,EQ,297.4,297,302.4,291.8,293.6,293.5,296.17,36510328,0,0,0,0,0,0,351,3,0,2.736,0.264,0.9442,275.6326771,275.6326771,0,0,4,0.6398
01/08/18,SBIN,EQ,293.5,294.5,298,288.35,294.3,295.1,292.95,33885474,0,0,0,0,0,0,352,1,0.512,1.488,0,-0.2732,278.2283201,278.2283201,0,0,4,0.4843
02/08/18,SBIN,EQ,295.1,293,296.4,290.55,294,293.9,294.02,15665209,0,0,0,0,0,0,353,0,0,0.838,0.162,0.6808,280.3178775,280.3178775,0,0,2,0.5834
03/08/18,SBIN,EQ,293.9,294.6,299.95,294.5,299.9,299.25,297.3,18254462,140,1,0,1.892,0.108,0.3182,354,0,0,0.919,0.081,0.296,282.8421605,282.8421605,4,0.6098,4,0.7095
06/08/18,SBIN,EQ,299.25,300.6,311.35,300.6,308.9,308.5,307.52,31576923,0,0,0,0,0,0,355,10,0.044,4.433,0.523,1.4633,286.2632057,286.2632057,0,0,2,0.4991
07/08/18,SBIN,EQ,308.5,309.85,311.7,303.05,303.9,304.05,306.47,23929123,141,1,0,2,0,0,356,1,0.067,1.699,0.234,1.092,288.6347783,288.6347783,4,0.4808,4,0.6151
08/08/18,SBIN,EQ,304.05,304.05,310.9,303.05,309.85,308.7,306.82,20498279,0,0,0,0,0,0,357,0,0,0.857,0.143,0.9769,291.3101412,291.3101412,0,0,0,0.8471
09/08/18,SBIN,EQ,308.7,312.95,319.85,310.15,317.65,317.4,316.25,46464355,0,0,0,0,0,0,358,15,0.207,4.833,0.96,3.6602,294.788789,294.788789,0,0,0,0.3946
10/08/18,SBIN,EQ,317.4,317.65,326.4,300.5,302.7,304.45,313.3,111510771,142,3,0.533,2.36,0.107,-0.3182,359,153,1.332,14.577,2.091,1.3672,296.0769505,296.0769505,13,0.3758,4,0.7462
13/08/18,SBIN,EQ,304.45,296,302.8,291.1,296.7,294.15,295.95,58127432,143,0,0,0.824,0.176,0.4939,360,10,0.021,4.339,0.64,2.3488,295.8200238,295.8200238,4,0.5703,4,0.7003
14/08/18,SBIN,EQ,294.15,296.7,298.95,293.35,295,294.9,295.85,25294933,0,0,0,0,0,0,361,0,0,0.834,0.166,0.9442,295.6973539,295.6973539,0,0,2,0.5763
16/08/18,SBIN,EQ,294.9,293.5,298.4,290.25,293,292.7,294.21,31083900,0,0,0,0,0,0,362,3,0,2.464,0.536,1.1001,295.2977067,295.2977067,0,0,4,0.821
17/08/18,SBIN,EQ,292.7,295,302.7,294.05,302.2,302.1,298.51,21931134,144,0,0,0.704,0.296,0.4939,363,0,0,0.909,0.091,0.6597,296.2046792,296.2046792,4,0.3673,4,0.6116
20/08/18,SBIN,EQ,302.1,304.1,308.7,303.6,307.6,307.65,306.04,20240462,0,0,0,0,0,0,364,0,0.012,0.883,0.105,0.9042,297.730722,297.730722,0,0,4,0.5016
21/08/18,SBIN,EQ,307.65,308.3,308.85,303.35,307.1,307,305.65,14139592,0,0,0,0,0,0,365,15,0.239,5.536,0.225,0.1444,298.9666257,298.9666257,0,0,4,0.8781
23/08/18,SBIN,EQ,307,306.95,306.95,298.3,302.45,302.45,302.26,22721004,0,0,0,0,0,0,366,0,0,0.795,0.205,0.8779,299.4310756,299.4310756,0,0,2,0.6284
24/08/18,SBIN,EQ,302.45,300.6,305.7,299,300.6,300.45,301.58,18869585,0,0,0,0,0,0,367,0,0,0.87,0.13,0.5106,299.5669322,299.5669322,0,0,0,0.7659
27/08/18,SBIN,EQ,300.45,304,310.35,303.3,306.95,308,307.92,28111768,145,0,0,1,0,0,368,0,0.012,0.921,0.067,0.8402,300.6913412,300.6913412,3,0.4431,4,0.5283
28/08/18,SBIN,EQ,308,308.05,310.25,303.4,305.8,305.35,305.76,16890236,146,0,0,1,0,0,369,0,0,1,0,0,301.3124957,301.3124957,4,0.499,4,0.5255
29/08/18,SBIN,EQ,305.35,306.8,312,305.75,309.85,309.7,309.64,24320824,147,0,0,0.795,0.205,0.4767,370,6,0.124,3.526,0.349,1.0388,302.4308296,302.4308296,3,0.5344,4,0.7201
30/08/18,SBIN,EQ,309.7,309.3,310.5,306,308.9,308.6,307.95,19935935,0,0,0,0,0,0,371,0,0.018,0.759,0.223,0.9928,303.2533857,303.2533857,0,0,0,0.3708
31/08/18,SBIN,EQ,308.6,307.9,310.65,304.55,310.3,309.6,307.85,18100140,0,0,0,0,0,0,372,3,0.114,2.269,0.617,1.8095,304.0996009,304.0996009,0,0,4,0.6132
03/09/18,SBIN,EQ,309.6,312.5,312.5,304.8,305.65,306.35,310.1,14708076,0,0,0,0,0,0,373,6,0.08,3.356,0.563,2.2611,304.3996541,304.3996541,0,0,0,0.7351
04/09/18,SBIN,EQ,306.35,306.8,307.45,295.45,296.25,296.4,303.13,42859084,0,0,0,0,0,0,374,1,0,1.707,0.293,0.4404,303.3330336,303.3330336,0,0,4,0.5665
05/09/18,SBIN,EQ,296.4,296.5,298.85,290.4,296.9,296.55,295.18,22922686,148,0,0,0.909,0.091,0.4588,375,1,0.355,1.551,0.094,-0.4651,302.4286291,302.4286291,4,0.4204,4,0.7006
06/09/18,SBIN,EQ,296.55,298,299.85,294.5,294.9,296.45,297.34,18001336,0,0,0,0,0,0,376,0,0,1,0,0,301.6314786,301.6314786,0,0,4,0.7404
07/09/18,SBIN,EQ,296.45,295.9,295.9,289.45,291.1,291.65,291.75,23716678,0,0,0,0,0,0,377,1,0.062,1.616,0.322,0.9022,300.3006148,300.3006148,0,0,4,0.7948
10/09/18,SBIN,EQ,291.65,290.65,293.25,283.8,284.5,284.85,287.9,23354395,0,0,0,0,0,0,378,10,0.946,3.615,0.439,0.49,298.2405328,298.2405328,0,0,0,0.6548
11/09/18,SBIN,EQ,284.85,287.35,291.45,281.65,282,282.6,287.14,28361400,0,0,0,0,0,0,379,15,0.636,4.739,0.625,0.3665,296.1551284,296.1551284,0,0,2,0.4225
12/09/18,SBIN,EQ,282.6,284,286.7,280,285.85,285.3,283.62,22717796,0,0,0,0,0,0,380,6,0,3.922,0.078,0.4019,294.707778,294.707778,0,0,4,0.7605
14/09/18,SBIN,EQ,285.3,290.1,291.8,288.7,290.65,290.65,290.29,15149585,149,0,0,1,0,0,0,0,0,0,0,0,294.1667409,294.1667409,4,0.7573,0,0
17/09/18,SBIN,EQ,290.65,288.5,288.5,284.1,285.1,285.3,285.73,16089996,0,0,0,0,0,0,381,15,0.242,4.591,1.167,1.6051,292.9845088,292.9845088,0,0,4,0.638
18/09/18,SBIN,EQ,285.3,285,286.9,272.4,273.6,273.8,277.31,33901000,0,0,0,0,0,0,382,6,0.196,3.206,0.598,1.9719,290.4265743,290.4265743,0,0,4,0.6406
19/09/18,SBIN,EQ,273.8,275.4,282.85,270.5,271.15,271.5,273.54,40759431,0,0,0,0,0,0,383,15,0.045,5.856,0.099,0.3826,287.903031,287.903031,0,0,4,0.4723
21/09/18,SBIN,EQ,271.5,274.2,279.45,253.4,270.45,270.6,272.26,39308482,150,0,0.132,0.868,0,-0.6124,384,0,0,0.871,0.129,0.9153,285.5959602,285.5959602,4,0.6981,2,0.5956
24/09/18,SBIN,EQ,270.6,272.7,273,262.6,263.35,264.35,266.54,24633374,0,0,0,0,0,0,385,0,0,0.87,0.13,0.872,282.7631655,282.7631655,0,0,0,0.9129
25/09/18,SBIN,EQ,264.35,264,272.95,260.8,272.5,270.9,265.54,28948831,0,0,0,0,0,0,386,6,0.284,2.805,0.91,2.2284,281.1814101,281.1814101,0,0,4,0.4217
26/09/18,SBIN,EQ,270.9,274,274,262.75,263,263.85,266.42,23951904,0,0,0,0,0,0,387,21,0.315,5.461,1.224,1.2384,278.8705554,278.8705554,0,0,4,0.4456
