Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume
2017-03-29,RELIANCE,EQ,1245.75,1251.7,1260.0,1233.35,1259.2,1256.65,1246.51,4325787
2017-03-30,RELIANCE,EQ,1256.65,1255.0,1274.75,1253.0,1267.6,1270.65,1267.91,6368859
2017-03-31,RELIANCE,EQ,1270.65,1266.0,1337.65,1266.0,1320.6,1320.9,1311.06,10375519
2017-04-03,RELIANCE,EQ,1320.9,1342.0,1380.5,1337.05,1373.25,1374.65,1365.85,10260327
2017-04-05,RELIANCE,EQ,1374.65,1395.2,1418.0,1380.1,1415.05,1415.0,1400.66,9217360
2017-04-06,RELIANCE,EQ,1415.0,1409.0,1448.9,1402.2,1434.0,1438.5,1429.25,11571075
2017-04-07,RELIANCE,EQ,1438.5,1421.3,1434.0,1402.55,1405.25,1406.6,1419.57,7286151
2017-04-10,RELIANCE,EQ,1406.6,1410.0,1424.9,1377.3,1384.75,1381.35,1396.97,7033141
2017-04-11,RELIANCE,EQ,1381.35,1387.85,1400.45,1370.1,1375.7,1372.35,1382.9,7371727
2017-04-12,RELIANCE,EQ,1372.35,1382.8,1386.45,1351.15,1355.0,1354.0,1363.72,6274215
2017-04-13,RELIANCE,EQ,1354.0,1354.0,1373.4,1347.35,1365.8,1364.8,1365.73,2906188
2017-04-17,RELIANCE,EQ,1364.8,1365.0,1395.55,1365.0,1391.45,1391.85,1380.35,2705854
2017-04-18,RELIANCE,EQ,1391.85,1399.95,1410.0,1367.0,1369.0,1370.2,1393.47,3661083
2017-04-19,RELIANCE,EQ,1370.2,1369.0,1382.55,1357.55,1369.95,1368.8,1368.72,2645292
2017-04-20,RELIANCE,EQ,1368.8,1379.0,1386.8,1364.1,1370.45,1369.55,1371.78,1918612
2017-04-21,RELIANCE,EQ,1369.55,1380.5,1421.0,1378.55,1405.0,1402.5,1404.5,6910277
2017-04-24,RELIANCE,EQ,1402.5,1409.05,1435.0,1400.2,1417.85,1417.4,1418.74,5831731
2017-04-25,RELIANCE,EQ,1417.4,1460.0,1467.75,1426.1,1431.0,1432.8,1442.9,8403704
2017-04-26,RELIANCE,EQ,1432.8,1435.0,1440.05,1402.6,1416.5,1416.45,1421.45,3831775
2017-04-27,RELIANCE,EQ,1416.45,1417.0,1424.15,1402.2,1409.0,1409.5,1408.44,2873655
2017-04-28,RELIANCE,EQ,1409.5,1409.75,1420.3,1391.0,1394.25,1395.2,1403.8,2708404
2017-05-02,RELIANCE,EQ,1395.2,1402.0,1402.0,1366.3,1372.0,1370.55,1375.81,4249684
2017-05-03,RELIANCE,EQ,1370.55,1376.9,1380.75,1365.0,1370.2,1370.1,1371.36,2171549
2017-05-04,RELIANCE,EQ,1370.1,1375.0,1379.6,1354.05,1361.6,1357.95,1364.31,3283811
2017-05-05,RELIANCE,EQ,1357.95,1361.6,1367.35,1325.0,1328.4,1328.25,1343.7,3565543
2017-05-08,RELIANCE,EQ,1328.25,1330.0,1339.5,1318.35,1320.1,1321.4,1328.0,3672585
2017-05-09,RELIANCE,EQ,1321.4,1324.0,1333.65,1320.25,1330.0,1330.35,1329.47,4824511
2017-05-10,RELIANCE,EQ,1330.35,1334.8,1363.6,1330.65,1359.2,1359.1,1352.69,5235932
2017-05-11,RELIANCE,EQ,1359.1,1364.1,1369.75,1351.65,1357.0,1359.55,1361.0,3150756
2017-05-12,RELIANCE,EQ,1359.55,1360.05,1364.0,1344.05,1349.9,1350.45,1351.52,1719729
2017-05-15,RELIANCE,EQ,1350.45,1356.4,1356.4,1333.5,1343.6,1344.1,1344.22,1540213
2017-05-16,RELIANCE,EQ,1344.1,1346.05,1376.9,1341.0,1356.2,1356.3,1360.59,2892947
2017-05-17,RELIANCE,EQ,1356.3,1353.0,1365.95,1347.75,1350.0,1353.1,1354.16,2250304
2017-05-18,RELIANCE,EQ,1353.1,1340.25,1350.0,1324.1,1327.45,1327.35,1336.14,2237916
2017-05-19,RELIANCE,EQ,1327.35,1333.0,1335.7,1310.0,1318.2,1318.85,1321.99,2928883
2017-05-22,RELIANCE,EQ,1318.85,1326.5,1333.6,1315.2,1326.0,1324.15,1322.82,2011859
2017-05-23,RELIANCE,EQ,1324.15,1325.7,1329.85,1302.0,1304.55,1305.55,1313.55,2108223
2017-05-24,RELIANCE,EQ,1305.55,1307.5,1313.7,1295.1,1299.0,1297.7,1302.71,3274804
2017-05-25,RELIANCE,EQ,1297.7,1300.0,1312.4,1296.45,1301.5,1302.45,1303.19,5925335
2017-05-26,RELIANCE,EQ,1302.45,1303.95,1344.4,1300.0,1339.0,1337.3,1320.18,4898639
2017-05-29,RELIANCE,EQ,1337.3,1337.0,1365.45,1335.6,1355.25,1356.9,1352.77,5491170
2017-05-30,RELIANCE,EQ,1356.9,1355.9,1364.7,1348.5,1360.0,1359.35,1357.25,2207727
2017-05-31,RELIANCE,EQ,1359.35,1367.0,1367.95,1335.8,1340.0,1340.7,1346.68,3754099
2017-06-01,RELIANCE,EQ,1340.7,1332.7,1340.0,1323.0,1329.85,1328.25,1329.31,2179328
2017-06-02,RELIANCE,EQ,1328.25,1335.0,1338.7,1317.0,1322.9,1324.75,1326.29,2627565
2017-06-05,RELIANCE,EQ,1324.75,1326.25,1341.0,1315.85,1330.0,1329.35,1328.64,2476706
2017-06-06,RELIANCE,EQ,1329.35,1333.95,1333.95,1311.0,1312.5,1312.8,1320.16,2192356
2017-06-07,RELIANCE,EQ,1312.8,1311.2,1342.0,1309.0,1339.0,1339.0,1328.04,2559954
2017-06-08,RELIANCE,EQ,1339.0,1340.0,1344.8,1328.05,1333.9,1331.7,1332.33,1806521
2017-06-09,RELIANCE,EQ,1331.7,1345.1,1352.95,1331.0,1332.95,1335.7,1340.93,3162802
2017-06-12,RELIANCE,EQ,1335.7,1326.55,1329.75,1317.0,1319.0,1319.45,1321.07,1927513
2017-06-13,RELIANCE,EQ,1319.45,1320.6,1327.0,1311.0,1312.0,1314.35,1318.87,1377291
2017-06-14,RELIANCE,EQ,1314.35,1315.9,1360.0,1315.9,1360.0,1357.5,1348.06,12101027
2017-06-15,RELIANCE,EQ,1357.5,1360.0,1395.0,1359.1,1377.35,1383.95,1379.51,6466804
2017-06-16,RELIANCE,EQ,1383.95,1389.1,1395.8,1369.3,1387.1,1388.8,1384.77,7477157
2017-06-19,RELIANCE,EQ,1388.8,1390.2,1415.8,1390.2,1407.0,1409.25,1409.38,3482912
2017-06-20,RELIANCE,EQ,1409.25,1409.0,1422.1,1407.45,1411.05,1412.35,1414.55,2318399
2017-06-21,RELIANCE,EQ,1412.35,1407.8,1428.0,1404.25,1427.75,1422.0,1418.57,4569943
2017-06-22,RELIANCE,EQ,1422.0,1429.45,1445.4,1427.7,1434.8,1432.65,1438.13,5055942
2017-06-23,RELIANCE,EQ,1432.65,1436.0,1442.0,1430.6,1432.1,1435.85,1437.72,7118832
2017-06-27,RELIANCE,EQ,1435.85,1432.0,1443.0,1425.0,1439.05,1437.15,1433.65,7449878
2017-06-28,RELIANCE,EQ,1437.15,1439.95,1439.95,1395.55,1399.8,1398.5,1408.58,3558538
2017-06-29,RELIANCE,EQ,1398.5,1400.0,1410.0,1390.1,1392.35,1392.7,1397.72,2948322
2017-06-30,RELIANCE,EQ,1392.7,1392.0,1392.4,1375.05,1383.0,1380.0,1381.68,1786211
2017-07-03,RELIANCE,EQ,1380.0,1388.2,1394.7,1371.0,1384.0,1381.05,1381.94,2101886
2017-07-04,RELIANCE,EQ,1381.05,1390.0,1427.1,1389.0,1422.0,1421.95,1411.47,4301200
2017-07-05,RELIANCE,EQ,1421.95,1429.45,1447.45,1424.0,1440.05,1442.65,1440.65,6219522
2017-07-06,RELIANCE,EQ,1442.65,1448.7,1450.0,1438.0,1442.0,1442.55,1444.2,3106517
2017-07-07,RELIANCE,EQ,1442.55,1443.0,1497.75,1440.0,1489.5,1491.15,1467.56,8193635
2017-07-10,RELIANCE,EQ,1491.15,1530.0,1550.0,1489.1,1491.0,1492.85,1495.16,815433
2017-07-11,RELIANCE,EQ,1492.85,1501.0,1504.4,1487.0,1496.5,1494.35,1495.08,4799229
2017-07-12,RELIANCE,EQ,1494.35,1499.4,1525.0,1497.5,1511.25,1511.1,1512.3,3909797
2017-07-13,RELIANCE,EQ,1511.1,1508.75,1525.0,1506.15,1518.6,1522.1,1516.35,5259759
2017-07-14,RELIANCE,EQ,1522.1,1520.0,1536.0,1515.55,1533.0,1533.75,1527.64,4693011
2017-07-17,RELIANCE,EQ,1533.75,1537.0,1559.6,1537.0,1548.7,1551.75,1550.72,4285809
2017-07-18,RELIANCE,EQ,1551.75,1546.8,1551.8,1511.0,1520.5,1519.9,1526.5,4489412
2017-07-19,RELIANCE,EQ,1519.9,1512.6,1538.0,1512.6,1538.0,1532.95,1527.52,2695041
2017-07-20,RELIANCE,EQ,1532.95,1539.75,1550.0,1523.7,1526.1,1528.9,1535.46,3114686
2017-07-21,RELIANCE,EQ,1528.9,1550.0,1591.7,1544.95,1584.0,1585.0,1572.08,22205112
2017-07-24,RELIANCE,EQ,1585.0,1600.0,1624.9,1585.0,1619.0,1615.25,1613.62,9927229
2017-07-25,RELIANCE,EQ,1615.25,1624.7,1624.95,1597.6,1602.5,1602.15,1610.25,4586079
2017-07-26,RELIANCE,EQ,1602.15,1604.2,1629.9,1601.1,1621.15,1622.75,1620.72,5018389
2017-07-27,RELIANCE,EQ,1622.75,1628.0,1631.5,1588.35,1592.8,1594.8,1608.84,4208071
2017-07-28,RELIANCE,EQ,1594.8,1591.25,1605.95,1578.0,1594.0,1594.45,1592.27,3276023
2017-07-31,RELIANCE,EQ,1594.45,1601.95,1618.8,1596.0,1615.45,1615.2,1610.24,3787034
2017-08-01,RELIANCE,EQ,1615.2,1622.75,1622.75,1591.5,1605.8,1603.6,1605.0,2814298
2017-08-02,RELIANCE,EQ,1603.6,1610.0,1635.7,1608.1,1625.1,1629.2,1624.28,4751385
2017-08-03,RELIANCE,EQ,1629.2,1626.85,1664.9,1617.05,1654.0,1650.1,1645.48,4504776
2017-08-04,RELIANCE,EQ,1650.1,1663.0,1663.0,1615.1,1626.5,1622.15,1626.0,4247045
2017-08-07,RELIANCE,EQ,1622.15,1631.6,1631.6,1612.55,1618.0,1616.35,1620.9,2180018
2017-08-08,RELIANCE,EQ,1616.35,1618.0,1621.05,1586.8,1604.6,1602.55,1605.42,2505568
2017-08-09,RELIANCE,EQ,1602.55,1601.5,1620.0,1585.0,1595.0,1598.8,1605.79,2385643
2017-08-10,RELIANCE,EQ,1598.8,1593.05,1606.65,1577.95,1593.75,1584.35,1590.55,2328843
2017-08-11,RELIANCE,EQ,1584.35,1550.95,1580.0,1533.0,1545.5,1546.25,1558.16,3885064
2017-08-14,RELIANCE,EQ,1546.25,1561.0,1584.5,1561.0,1572.2,1573.05,1573.14,3072299
2017-08-16,RELIANCE,EQ,1573.05,1572.0,1576.0,1550.2,1576.0,1566.1,1561.92,3103394
2017-08-17,RELIANCE,EQ,1566.1,1569.0,1597.65,1561.15,1563.0,1567.1,1580.02,3618179
2017-08-18,RELIANCE,EQ,1567.1,1564.0,1577.8,1553.15,1576.25,1575.4,1568.93,1814011
2017-08-21,RELIANCE,EQ,1575.4,1577.0,1584.15,1560.25,1564.3,1564.4,1571.08,1731188
2017-08-22,RELIANCE,EQ,1564.4,1572.0,1579.9,1556.05,1560.1,1560.05,1568.81,2179230
2017-08-23,RELIANCE,EQ,1560.05,1564.85,1586.55,1553.15,1582.55,1582.05,1567.85,1901824
2017-08-24,RELIANCE,EQ,1582.05,1590.0,1593.1,1564.5,1570.0,1568.05,1575.93,2892571
2017-08-28,RELIANCE,EQ,1568.05,1579.05,1581.95,1561.2,1564.75,1566.55,1568.06,2815328
2017-08-29,RELIANCE,EQ,1566.55,1561.85,1567.5,1530.0,1532.05,1532.15,1543.47,3466421
2017-08-30,RELIANCE,EQ,1532.15,1547.55,1568.8,1541.25,1563.5,1564.1,1558.27,2362387
2017-08-31,RELIANCE,EQ,1564.1,1575.0,1597.45,1574.0,1595.4,1594.5,1587.29,5738495
2017-09-01,RELIANCE,EQ,1594.5,1599.85,1616.6,1599.0,1611.95,1610.1,1609.02,3527477
2017-09-04,RELIANCE,EQ,1610.1,1615.5,1636.15,1595.85,1615.0,1613.35,1616.73,4928375
2017-09-05,RELIANCE,EQ,1613.35,1630.0,1634.85,1621.05,1632.15,1632.6,1630.06,5764131
2017-09-06,RELIANCE,EQ,1632.6,1626.4,1652.5,1622.8,1644.0,1645.4,1645.9,11142512
2017-09-07,RELIANCE,EQ,1645.4,823.0,832.5,815.0,816.6,818.1,822.46,7408536
2017-09-08,RELIANCE,EQ,818.1,820.0,823.25,812.1,816.95,816.9,817.3,6056729
2017-09-11,RELIANCE,EQ,816.9,821.3,826.85,816.55,819.5,817.9,822.68,5801712
2017-09-12,RELIANCE,EQ,817.9,822.75,825.0,817.0,824.5,823.75,821.76,2971669
2017-09-13,RELIANCE,EQ,823.75,824.0,859.9,822.0,853.4,849.0,846.97,13430225
2017-09-14,RELIANCE,EQ,849.0,855.8,861.5,842.0,844.2,843.85,850.31,5425486
2017-09-15,RELIANCE,EQ,843.85,842.0,852.85,834.75,842.0,841.8,841.99,13072853
2017-09-18,RELIANCE,EQ,841.8,850.0,851.05,843.1,845.2,845.55,847.17,2314174
2017-09-19,RELIANCE,EQ,845.55,848.7,848.75,837.0,839.0,838.6,839.69,3528729
2017-09-20,RELIANCE,EQ,838.6,856.1,872.5,845.1,848.0,847.15,855.91,11402965
2017-09-21,RELIANCE,EQ,847.15,847.0,851.7,836.25,842.95,841.35,841.76,5920552
2017-09-22,RELIANCE,EQ,841.35,839.9,839.9,813.2,816.95,817.4,824.67,5620443
2017-09-25,RELIANCE,EQ,817.4,815.0,827.95,805.2,821.0,821.55,818.09,6505309
2017-09-26,RELIANCE,EQ,821.55,821.7,827.05,812.2,819.2,820.1,819.18,4829571
2017-09-27,RELIANCE,EQ,820.1,825.6,825.7,795.5,798.4,799.15,805.86,8434196
2017-09-28,RELIANCE,EQ,799.15,799.65,802.9,780.2,786.25,786.45,789.61,13508179
2017-09-29,RELIANCE,EQ,786.45,791.75,793.4,779.1,781.2,780.9,785.51,7619230
2017-10-03,RELIANCE,EQ,780.9,795.0,803.85,785.35,799.0,798.35,797.81,8387059
2017-10-04,RELIANCE,EQ,798.35,799.2,824.95,795.6,824.0,818.85,811.68,8643924
2017-10-05,RELIANCE,EQ,818.85,825.0,828.45,818.65,824.0,824.15,823.34,4860479
2017-10-06,RELIANCE,EQ,824.15,824.0,839.35,822.6,838.2,837.05,832.42,5942106
2017-10-09,RELIANCE,EQ,837.05,839.0,839.8,828.0,829.25,830.65,832.26,4046109
2017-10-10,RELIANCE,EQ,830.65,831.0,847.3,831.0,842.25,843.2,842.23,6734986
2017-10-11,RELIANCE,EQ,843.2,845.3,858.4,836.0,839.0,840.15,848.94,7049800
2017-10-12,RELIANCE,EQ,840.15,842.1,876.8,842.1,875.6,872.75,859.93,8522926
2017-10-13,RELIANCE,EQ,872.75,879.3,890.7,873.35,877.35,876.45,880.42,9833512
2017-10-16,RELIANCE,EQ,876.45,879.0,892.0,861.3,877.5,876.8,877.1,14633539
2017-10-17,RELIANCE,EQ,876.8,878.0,884.0,867.2,874.8,874.35,874.82,6354084
2017-10-18,RELIANCE,EQ,874.35,877.4,917.9,875.0,916.4,914.5,902.06,16765178
2017-10-19,RELIANCE,EQ,914.5,915.8,921.9,903.0,904.0,909.9,914.94,3664082
2017-10-23,RELIANCE,EQ,909.9,912.9,944.7,909.1,940.1,939.75,930.39,12551649
2017-10-24,RELIANCE,EQ,939.75,947.7,947.7,928.2,936.2,934.25,936.76,6335308
2017-10-25,RELIANCE,EQ,934.25,940.1,945.9,929.5,939.3,939.9,937.6,4577050
2017-10-26,RELIANCE,EQ,939.9,940.0,957.8,931.0,945.3,947.4,943.54,7698704
2017-10-27,RELIANCE,EQ,947.4,950.0,956.7,925.7,930.95,929.85,936.16,5256749
2017-10-30,RELIANCE,EQ,929.85,934.0,945.55,930.6,945.35,942.5,939.44,3576533
2017-10-31,RELIANCE,EQ,942.5,944.95,945.75,932.2,944.05,940.85,938.33,4345360
2017-11-01,RELIANCE,EQ,940.85,947.75,957.8,945.75,952.35,952.55,952.36,8033040
2017-11-02,RELIANCE,EQ,952.55,952.8,956.5,944.25,946.8,946.6,950.6,4698609
2017-11-03,RELIANCE,EQ,946.6,955.95,955.95,940.15,945.95,945.3,945.4,2193730
2017-11-06,RELIANCE,EQ,945.3,942.5,942.5,929.0,931.35,932.5,935.46,4460799
2017-11-07,RELIANCE,EQ,932.5,933.35,935.0,903.05,906.5,906.7,910.53,9347943
2017-11-08,RELIANCE,EQ,906.7,902.5,906.0,884.1,889.5,887.8,891.91,8115980
2017-11-09,RELIANCE,EQ,887.8,894.75,909.9,892.05,902.9,900.5,901.96,6860798
2017-11-10,RELIANCE,EQ,900.5,900.95,900.95,879.2,884.9,883.85,886.8,6365174
2017-11-13,RELIANCE,EQ,883.85,885.0,891.9,873.5,874.9,875.25,879.06,4155011
2017-11-14,RELIANCE,EQ,875.25,875.0,895.0,873.0,887.5,886.7,885.91,5706105
2017-11-15,RELIANCE,EQ,886.7,884.5,890.6,877.95,883.25,883.7,884.44,6981872
2017-11-16,RELIANCE,EQ,883.7,885.5,906.0,885.5,905.25,903.85,900.06,6931038
2017-11-17,RELIANCE,EQ,903.85,918.95,924.9,908.5,913.0,911.9,916.3,5586242
2017-11-20,RELIANCE,EQ,911.9,906.2,924.35,905.0,919.0,920.85,916.6,4220192
2017-11-21,RELIANCE,EQ,920.85,926.8,939.65,925.5,932.05,932.55,934.2,5980763
2017-11-22,RELIANCE,EQ,932.55,937.45,938.65,923.45,934.1,930.75,930.23,5055490
2017-11-23,RELIANCE,EQ,930.75,931.0,949.9,926.65,949.7,947.0,940.34,7329126
2017-11-24,RELIANCE,EQ,947.0,950.0,959.5,947.4,951.25,951.1,952.55,6394443
2017-11-27,RELIANCE,EQ,951.1,947.25,957.5,944.0,952.5,951.35,949.61,4680074
2017-11-28,RELIANCE,EQ,951.35,949.85,951.35,938.1,942.4,943.35,944.15,4641893
2017-11-29,RELIANCE,EQ,943.35,941.85,950.0,941.0,943.45,946.0,946.8,3674864
2017-11-30,RELIANCE,EQ,946.0,941.45,941.45,919.5,922.5,921.55,925.7,9434893
2017-12-01,RELIANCE,EQ,921.55,924.45,931.25,907.7,909.5,910.1,918.22,5081389
2017-12-04,RELIANCE,EQ,910.1,913.5,913.8,897.35,902.6,901.6,902.87,4618847
2017-12-05,RELIANCE,EQ,901.6,901.05,920.75,895.45,914.3,913.7,911.85,8369174
2017-12-06,RELIANCE,EQ,913.7,910.0,930.3,908.8,929.0,926.65,923.12,11007689
2017-12-07,RELIANCE,EQ,926.65,930.05,936.0,923.0,932.45,931.55,928.69,5529565
2017-12-08,RELIANCE,EQ,931.55,933.85,936.95,919.05,921.3,921.0,925.59,5588486
2017-12-11,RELIANCE,EQ,921.0,922.45,926.0,913.55,916.5,916.15,917.67,4933853
2017-12-12,RELIANCE,EQ,916.15,915.95,929.0,908.0,917.75,915.6,920.76,7215014
2017-12-13,RELIANCE,EQ,915.6,916.9,924.95,910.7,914.75,914.65,919.03,4182097
2017-12-14,RELIANCE,EQ,914.65,919.0,924.9,908.75,924.0,921.5,915.89,5021130
2017-12-15,RELIANCE,EQ,921.5,931.0,932.95,917.7,921.0,919.75,922.67,11158706
2017-12-18,RELIANCE,EQ,919.75,911.95,932.65,862.65,922.45,921.0,916.28,8494801
2017-12-19,RELIANCE,EQ,921.0,923.6,927.0,920.0,926.85,925.95,924.26,4064982
2017-12-20,RELIANCE,EQ,925.95,925.9,927.4,917.0,918.75,918.15,920.58,4774414
2017-12-21,RELIANCE,EQ,918.15,918.45,923.95,910.0,913.0,912.95,917.28,4147162
2017-12-22,RELIANCE,EQ,912.95,914.65,922.4,909.3,919.8,920.4,917.93,4872675
2017-12-26,RELIANCE,EQ,920.4,924.85,938.9,918.15,936.0,929.8,925.15,5301456
2017-12-27,RELIANCE,EQ,929.8,933.0,937.5,919.0,923.25,923.75,930.28,4352384
2017-12-28,RELIANCE,EQ,923.75,925.25,934.4,919.1,922.6,924.2,924.83,7091515
2017-12-29,RELIANCE,EQ,924.2,926.5,932.3,918.5,920.1,921.05,924.13,5069838
2018-01-01,RELIANCE,EQ,921.05,922.7,922.7,907.5,909.5,909.75,913.43,4321686
2018-01-02,RELIANCE,EQ,909.75,913.0,919.55,906.4,911.5,911.15,912.92,4342815
2018-01-03,RELIANCE,EQ,911.15,925.0,926.0,913.05,915.5,914.8,920.1,6175312
2018-01-04,RELIANCE,EQ,914.8,918.15,921.8,915.7,920.5,920.3,919.08,4118581
2018-01-05,RELIANCE,EQ,920.3,921.8,926.9,920.25,923.0,923.25,923.12,3401905
2018-01-08,RELIANCE,EQ,923.25,926.1,931.0,923.5,926.6,928.55,927.42,4035417
2018-01-09,RELIANCE,EQ,928.55,928.15,943.9,924.0,940.0,940.95,938.57,6534997
2018-01-10,RELIANCE,EQ,940.95,943.0,947.4,935.5,941.5,942.35,942.13,5361502
2018-01-11,RELIANCE,EQ,942.35,941.8,942.65,935.0,936.9,937.75,939.68,3588727
2018-01-12,RELIANCE,EQ,937.75,943.0,952.8,938.25,946.6,949.0,946.82,6890028
2018-01-15,RELIANCE,EQ,949.0,950.0,958.5,945.2,947.6,949.15,952.57,5084113
2018-01-16,RELIANCE,EQ,949.15,947.7,947.7,920.0,923.8,922.95,930.84,4948895
2018-01-17,RELIANCE,EQ,922.95,926.0,929.0,907.0,924.1,924.5,921.46,6036432
2018-01-18,RELIANCE,EQ,924.5,929.0,929.6,915.1,922.0,919.7,922.33,4289053
2018-01-19,RELIANCE,EQ,919.7,923.0,934.4,922.1,934.2,931.3,928.48,4559564
2018-01-22,RELIANCE,EQ,931.3,948.0,974.3,940.0,970.2,971.5,959.81,20892838
2018-01-23,RELIANCE,EQ,971.5,975.0,990.95,975.0,982.05,983.25,984.66,10298500
2018-01-24,RELIANCE,EQ,983.25,981.75,981.75,962.65,967.95,966.35,968.16,6532672
2018-01-25,RELIANCE,EQ,966.35,967.9,972.0,956.15,963.95,965.9,963.99,6249419
2018-01-29,RELIANCE,EQ,965.9,966.2,977.3,959.3,963.7,964.5,968.68,4524605
2018-01-30,RELIANCE,EQ,964.5,965.8,965.8,949.0,950.0,950.4,956.43,4198139
2018-01-31,RELIANCE,EQ,950.4,950.0,964.5,941.55,962.0,961.3,958.82,5738209
2018-02-01,RELIANCE,EQ,961.3,963.25,972.6,936.6,945.0,943.85,955.08,7554587
2018-02-02,RELIANCE,EQ,943.85,935.0,943.95,901.0,901.9,904.35,917.5,13242095
2018-02-05,RELIANCE,EQ,904.35,894.0,912.5,881.8,907.0,902.15,902.03,8773525
2018-02-06,RELIANCE,EQ,902.15,877.0,898.0,871.0,893.4,892.1,884.19,11000567
2018-02-07,RELIANCE,EQ,892.1,902.55,905.4,890.0,892.45,894.4,897.52,7100838
2018-02-08,RELIANCE,EQ,894.4,897.9,910.65,892.35,906.2,904.55,903.17,6320734
2018-02-09,RELIANCE,EQ,904.55,889.0,902.0,886.0,899.95,897.85,895.97,5294279
2018-02-12,RELIANCE,EQ,897.85,903.0,918.2,902.05,914.0,915.5,910.17,5429792
2018-02-14,RELIANCE,EQ,915.5,923.0,942.5,921.0,929.0,933.65,930.9,10170959
2018-02-15,RELIANCE,EQ,933.65,937.65,945.75,928.15,936.1,935.65,938.06,6109454
2018-02-16,RELIANCE,EQ,935.65,939.6,942.6,918.1,920.45,921.3,930.32,4401672
2018-02-19,RELIANCE,EQ,921.3,921.0,932.0,913.55,928.3,927.0,922.39,4087936
2018-02-20,RELIANCE,EQ,927.0,929.0,929.55,918.8,919.9,921.1,923.11,3866919
2018-02-21,RELIANCE,EQ,921.1,930.0,932.5,922.15,929.0,929.35,927.21,5448230
2018-02-22,RELIANCE,EQ,929.35,922.0,931.0,920.0,921.0,924.35,924.97,5118850
2018-02-23,RELIANCE,EQ,924.35,925.4,938.0,922.75,934.0,934.25,931.77,4850839
2018-02-26,RELIANCE,EQ,934.25,939.0,944.9,936.6,938.75,938.7,941.3,3856478
2018-02-27,RELIANCE,EQ,938.7,939.0,955.8,938.35,951.5,950.5,949.05,6410097
2018-02-28,RELIANCE,EQ,950.5,945.95,957.1,943.2,951.0,954.55,953.33,25898694
2018-03-01,RELIANCE,EQ,954.55,949.75,959.9,945.95,948.05,948.4,951.47,4094652
2018-03-05,RELIANCE,EQ,948.4,943.0,950.15,921.6,922.65,924.1,932.35,5634893
2018-03-06,RELIANCE,EQ,924.1,929.0,936.2,905.1,908.65,910.85,926.46,7323680
2018-03-07,RELIANCE,EQ,910.85,909.25,909.25,888.05,892.4,889.75,898.07,7247708
2018-03-08,RELIANCE,EQ,889.75,897.65,914.5,893.3,911.0,911.45,903.98,6072983
2018-03-09,RELIANCE,EQ,911.45,914.9,919.35,911.05,915.0,913.1,914.72,4863577
2018-03-12,RELIANCE,EQ,913.1,920.0,933.1,917.55,931.95,930.3,924.01,3801407
2018-03-13,RELIANCE,EQ,930.3,931.9,936.0,921.35,934.0,931.85,929.52,5096825
2018-03-14,RELIANCE,EQ,931.85,928.8,932.05,919.2,931.55,929.05,923.15,6731530
2018-03-15,RELIANCE,EQ,929.05,925.0,929.45,910.0,911.0,911.8,918.37,5811424
2018-03-16,RELIANCE,EQ,911.8,909.0,909.7,886.05,904.0,900.05,898.82,14087564
2018-03-19,RELIANCE,EQ,900.05,901.0,906.9,892.0,895.0,895.5,898.02,5774392
2018-03-20,RELIANCE,EQ,895.5,893.3,904.0,887.05,892.0,889.8,894.96,6945721
2018-03-21,RELIANCE,EQ,889.8,894.85,902.35,893.3,896.0,896.9,897.27,6727261
2018-03-22,RELIANCE,EQ,896.9,896.0,911.95,895.75,908.9,908.15,907.73,10116965
2018-03-23,RELIANCE,EQ,908.15,890.6,900.0,889.1,892.5,893.9,894.9,10729694
2018-03-26,RELIANCE,EQ,893.9,893.95,904.3,892.5,901.5,901.1,898.73,6047262
2018-03-27,RELIANCE,EQ,901.1,907.2,910.75,897.0,898.3,899.8,903.51,6939577
2018-03-28,RELIANCE,EQ,899.8,895.8,895.85,880.0,881.6,882.7,886.65,8759586
2018-04-02,RELIANCE,EQ,882.7,893.0,900.95,886.5,892.95,892.95,894.38,5712065
2018-04-03,RELIANCE,EQ,892.95,891.0,901.7,885.25,901.0,899.55,891.67,6364728
2018-04-04,RELIANCE,EQ,899.55,904.7,911.8,892.05,893.25,894.9,901.57,6498407
2018-04-05,RELIANCE,EQ,894.9,905.1,910.0,903.5,908.0,908.2,907.4,3898676
2018-04-06,RELIANCE,EQ,908.2,908.0,918.5,905.0,911.95,911.0,912.81,4418462
2018-04-09,RELIANCE,EQ,911.0,912.55,919.0,912.55,915.0,916.0,916.01,3572251
2018-04-10,RELIANCE,EQ,916.0,918.4,923.9,914.15,915.5,917.05,919.12,3865402
2018-04-11,RELIANCE,EQ,917.05,921.8,932.75,916.05,931.75,930.85,927.88,6007539
2018-04-12,RELIANCE,EQ,930.85,929.85,936.65,924.2,927.1,928.7,929.39,4947725
2018-04-13,RELIANCE,EQ,928.7,932.7,941.7,928.7,939.85,938.85,937.05,5767984
2018-04-16,RELIANCE,EQ,938.85,934.45,940.0,928.5,938.1,937.05,932.57,4084450
2018-04-17,RELIANCE,EQ,937.05,940.0,947.2,936.0,945.0,944.25,942.33,4388713
2018-04-18,RELIANCE,EQ,944.25,945.25,948.2,935.05,937.7,938.0,941.25,3365196
2018-04-19,RELIANCE,EQ,938.0,939.1,945.0,935.0,942.0,942.3,941.25,4481413
